ID  объявления,numbers_rooms,area_square,parking,price,repair,balcony,ceilings,comfort_cat,district,walking_dist,bath_comb,bath_sep,loggia,elev_pass,elev_cargo,max_floor,type_house,cur_floor
273614615,2,58,0.5,225000,0.64,0,3.9,0,1.0,1,1,0,0,1,1,26,0.28,12
274475342,3,98,1.0,250000,0.64,0,3.2,0,1.0,1,1,1,0,1,0,4,0.5,2
273973191,3,120,0.5,130000,0.64,0,3.0,0,1.0,1,1,0,0,1,0,10,0.56,5
273999490,3,80,0.5,100000,0.64,1,2.64,0,1.0,1,1,0,0,1,0,8,0.41,4
274017037,3,100,0.5,200000,1.0,0,2.64,1,1.0,1,1,0,0,1,0,4,0.41,2
274995950,2,30,0.5,120000,0.64,0,2.64,1,1.0,1,1,0,0,0,0,26,0.28,19
273941734,2,64,0.5,205000,0.64,0,2.64,0,1.0,1,1,0,0,0,0,26,0.28,12
274493570,3,112,1.0,230000,0.64,1,3.2,1,0.6,1,1,0,0,1,0,7,0.28,2
272945376,3,100,0.5,200000,0.64,0,3.2,1,1.0,1,1,0,0,1,0,8,0.28,3
271568490,5,140,0.5,300000,1.0,0,2.64,0,1.0,1,1,0,0,1,0,7,0.28,2
264664760,3,132,0.5,400000,0.64,0,2.64,1,1.0,0,1,0,0,0,0,13,0.5,5
273353104,3,112,1.0,350000,0.4,0,3.15,1,1.0,1,0,1,0,0,0,13,0.69,3
273353103,2,91,1.0,400000,0.4,0,3.15,1,1.0,1,0,1,0,0,0,13,0.69,10
268321690,3,135,1.0,400000,1.0,0,2.64,0,1.0,1,1,1,0,1,1,13,0.69,5
272727784,3,85,0.5,150000,0.64,1,2.64,1,1.0,1,1,0,0,0,0,7,0.28,7
267110043,2,100,0.5,320000,0.4,1,3.0,1,1.0,1,0,1,0,1,1,7,0.69,5
265323319,3,133,1.0,400000,0.4,0,3.15,1,1.0,1,0,1,0,0,0,13,0.69,5
272823500,3,85,1.0,150000,0.64,1,2.64,0,1.0,1,1,0,0,1,0,7,0.41,7
274402813,3,105,1.0,195000,0.64,0,2.64,0,1.0,1,1,0,0,0,0,17,0.69,6
270190788,3,134,1.0,300000,0.64,1,2.64,0,1.0,1,0,1,0,1,0,16,0.5,8
271265359,2,60,0.5,90000,0.64,0,3.2,1,1.0,1,1,0,0,1,0,6,0.28,5
274289253,3,85,0.5,150000,1.0,1,2.64,0,1.0,1,1,0,0,0,0,7,0.28,7
274849686,4,142,1.0,350000,0.64,0,3.2,1,1.0,1,1,0,0,1,0,13,0.28,12
273779074,2,60,0.5,120000,0.4,0,3.6,0,1.0,1,1,0,0,1,0,6,0.41,3
274217247,3,103,0.5,120000,0.4,0,3.8,0,1.0,1,1,0,0,0,0,3,0.41,2
274252871,3,105,1.0,240000,0.4,0,3.0,1,1.0,1,1,1,1,1,1,17,0.5,6
269132104,1,60,1.0,250000,0.64,0,3.0,0,1.0,1,1,0,0,1,1,12,0.69,2
269716469,3,134,1.0,300000,0.64,0,3.0,0,1.0,1,1,0,0,1,1,16,0.69,8
274199925,3,100,0.5,115000,0.4,0,2.64,0,1.0,1,1,0,0,0,0,3,0.28,2
274223065,2,60,0.5,120000,1.0,0,2.64,0,1.0,1,1,0,0,0,0,6,0.28,3
272632345,3,98,0.5,185000,0.4,0,3.0,0,1.0,1,0,1,0,1,0,6,0.41,6
274548856,4,132,1.0,350000,1.0,0,2.64,0,1.0,1,1,0,0,1,1,13,0.69,12
274528249,1,45,0.5,120000,1.0,1,2.64,1,1.0,1,1,0,0,1,0,7,0.41,6
274431438,3,65,0.5,130000,0.64,0,3.2,1,1.0,1,1,0,0,1,0,7,0.28,7
274064272,3,87,0.5,140000,0.64,0,2.64,0,1.0,1,0,1,0,1,0,7,0.41,4
273078340,3,90,0.5,145000,1.0,1,3.0,0,1.0,1,1,0,0,1,0,12,0.41,7
274319903,3,75,0.5,99000,0.4,0,2.64,0,1.0,1,0,1,0,1,1,10,0.41,9
273427928,3,87,0.5,100000,1.0,0,2.64,0,1.0,1,1,0,0,1,0,7,0.41,3
274296188,3,105,0.5,180000,0.4,1,3.0,0,1.0,1,1,0,0,1,0,9,0.41,9
272887177,3,99,1.0,200000,0.4,0,3.2,0,1.0,1,1,0,1,1,1,9,0.41,3
269319175,1,60,1.0,250000,0.4,0,3.5,0,1.0,1,1,0,0,1,0,11,0.5,2
269687656,4,140,0.5,280000,0.64,0,2.64,0,1.0,1,1,0,0,1,0,6,0.28,4
274501292,3,120,0.5,300000,1.0,0,2.64,0,1.0,1,1,0,0,1,0,5,0.28,3
261980888,3,133,1.0,400000,0.4,0,2.8,0,1.0,1,1,0,0,1,1,13,0.5,5
274066192,2,52,0.5,80000,0.4,0,2.64,0,1.0,1,1,0,0,0,0,24,0.28,11
273763131,3,91,0.5,95000,0.44,0,2.64,0,1.0,1,0,1,0,1,0,10,0.28,9
273684904,2,56,0.5,105000,0.4,1,2.64,0,1.0,1,0,1,0,1,1,16,0.28,7
271542995,3,80,0.5,120000,0.4,1,3.2,0,1.0,1,1,0,0,1,0,6,1.0,5
273012299,2,94,0.5,135000,0.4,0,3.2,0,1.0,1,1,0,0,1,0,5,0.41,5
270282698,2,40,0.5,135000,0.4,0,3.0,0,1.0,1,1,1,0,1,1,26,0.5,21
272244255,3,90,0.5,145000,0.4,0,2.64,0,1.0,1,0,1,0,0,0,12,0.41,4
272701749,2,120,0.5,165000,0.4,0,3.0,0,0.6,1,1,0,0,0,0,4,1.0,4
274879736,3,140,0.5,180000,0.4,0,3.2,1,1.0,1,1,0,0,1,0,6,1.0,4
271827359,2,41,0.5,180000,1.0,0,2.64,0,1.0,1,1,0,0,0,0,13,0.28,10
256631941,3,120,0.5,190000,0.4,0,3.0,0,1.0,1,1,0,0,1,0,5,1.0,4
272917777,3,95,1.0,200000,0.64,1,2.64,0,1.0,1,0,1,0,1,0,9,0.5,3
252536547,4,130,0.5,220000,0.4,0,2.64,0,1.0,1,1,0,0,1,0,5,0.41,4
274434108,3,70,0.5,230000,1.0,0,2.64,0,1.0,1,1,0,0,1,1,26,0.28,24
272559990,2,63,0.5,270000,1.0,0,2.64,0,1.0,1,1,0,0,0,0,13,0.28,2
263779667,2,120,1.0,330000,0.4,0,3.8,0,1.0,1,1,1,0,1,0,6,0.41,2
224335583,4,111,0.5,350000,0.64,0,2.64,1,1.0,0,1,1,1,0,0,10,0.28,9
271627634,2,92,0.5,350000,1.0,0,2.64,0,1.0,1,1,0,0,0,0,13,0.28,3
274700592,4,132,0.5,350000,0.44,0,2.64,0,1.0,1,1,0,0,1,0,13,0.28,12
271586905,2,123,0.5,400000,1.0,0,2.64,0,1.0,1,1,0,0,0,0,13,0.28,7
274009456,2,53,0.5,80000,0.64,0,3.2,1,1.0,1,1,0,0,1,0,24,0.28,11
274723871,2,53,0.5,80000,0.64,0,2.5,0,1.0,1,0,1,0,1,1,24,0.28,5
274548003,2,60,0.5,90000,0.4,0,2.64,0,1.0,1,1,0,0,1,0,24,0.28,23
229808794,1,30,0.5,95000,1.0,0,2.64,1,1.0,1,1,0,0,1,1,26,0.28,21
274903280,3,80,0.5,100000,0.64,0,2.64,0,1.0,1,1,0,0,1,0,12,0.41,2
271439388,3,68,0.5,100000,0.64,1,2.8,0,1.0,1,1,0,0,1,0,6,0.41,5
273474991,2,55,0.5,105000,0.64,0,2.8,0,1.0,1,0,1,1,1,1,16,0.56,7
274135582,2,55,0.5,110000,0.64,0,3.2,1,1.0,1,1,0,0,1,0,10,0.28,8
274880892,3,103,0.5,120000,1.0,0,2.64,0,1.0,1,1,0,0,0,0,3,0.41,2
271716464,3,80,0.5,120000,0.64,1,2.64,0,1.0,1,1,0,0,1,0,6,0.28,5
271249218,2,65,1.0,130000,1.0,0,3.0,1,1.0,1,1,0,0,1,0,7,0.41,1
274012210,2,98,0.5,135000,0.64,0,3.4,1,1.0,1,1,0,0,1,0,5,1.0,5
269317588,2,40,0.5,135000,1.0,0,2.4,0,1.0,1,1,1,0,1,1,26,0.5,21
273650910,2,89,0.5,135000,0.64,0,2.64,1,1.0,1,1,0,0,1,0,6,0.41,5
273823802,3,90,0.5,145000,1.0,0,2.64,0,1.0,1,0,1,0,1,0,12,0.41,4
272821193,3,90,0.5,150000,0.64,0,3.2,0,1.0,1,1,0,0,1,0,7,0.28,7
274103646,3,100,0.5,150000,0.4,0,2.64,0,1.0,1,1,1,0,1,0,5,1.0,5
236632140,2,43,0.5,150000,1.0,0,4.0,0,1.0,1,1,0,0,0,1,26,0.5,12
274478078,3,110,0.5,160000,0.64,1,3.0,1,1.0,1,1,0,0,1,0,12,0.56,10
272710931,2,120,0.5,165000,0.64,1,3.0,0,0.6,1,1,0,0,0,0,4,1.0,4
272047599,3,117,0.5,170000,0.64,0,3.0,0,1.0,1,1,0,0,1,0,8,0.41,8
273235893,3,120,1.0,180000,0.64,0,3.0,0,0.6,1,1,0,1,1,0,6,0.69,4
271487126,4,96,0.5,180000,0.64,1,2.64,1,1.0,1,1,1,0,1,0,5,0.41,3
236952590,2,120,0.5,190000,0.4,0,4.0,1,1.0,1,1,0,0,1,0,5,1.0,4
267882068,3,120,0.5,195000,1.0,1,2.64,1,0.6,1,1,1,0,1,1,12,0.41,2
271577440,2,75,1.0,200000,1.0,0,3.2,1,1.0,1,1,0,0,1,0,10,0.69,4
273795577,3,99,0.5,200000,1.0,0,2.64,1,1.0,1,1,0,1,1,0,9,0.5,3
271764581,4,130,0.5,220000,1.0,0,3.2,1,1.0,1,1,0,0,1,0,6,1.0,4
274744370,3,120,0.5,230000,1.0,0,2.64,0,1.0,1,1,0,1,1,1,9,0.28,5
274442273,3,105,1.0,250000,0.64,0,2.64,0,1.0,1,0,1,0,1,0,4,0.5,2
273689040,3,115,0.5,250000,0.64,1,3.0,1,1.0,1,1,0,1,1,1,7,0.5,7
272262503,1,65,1.0,270000,1.0,0,2.64,1,1.0,1,1,0,0,1,0,13,0.28,2
267127816,2,76,1.0,270000,0.64,0,3.0,0,1.0,0,1,1,0,1,1,13,0.69,6
274999073,3,126,0.5,300000,0.64,1,3.2,0,1.0,1,1,0,0,1,0,9,0.28,9
273894772,3,124,1.0,300000,0.64,0,3.2,1,1.0,1,1,0,0,1,0,17,0.28,10
274085397,2,130,1.0,330000,1.0,0,3.8,1,1.0,1,1,1,0,1,0,6,0.41,2
241709509,4,135,0.5,350000,0.64,1,3.0,1,1.0,0,1,0,0,1,0,10,0.56,9
267357413,4,130,1.0,350000,1.0,0,2.64,1,1.0,1,1,0,0,0,0,11,0.28,9
269938440,2,123,0.5,400000,0.64,0,2.64,1,1.0,0,1,1,0,0,0,13,0.5,7
265972115,3,129,0.5,400000,1.0,0,2.64,0,1.0,1,1,0,0,1,0,13,0.5,5
274686779,3,76,0.5,60000,0.4,1,2.74,0,0.48,0,0,1,1,1,0,14,0.28,13
274862000,1,35,0.5,36000,0.64,0,2.6,0,0.34,0,1,0,1,1,0,9,0.5,9
274747534,2,71,0.5,55000,0.64,0,2.7,0,0.34,0,1,0,1,1,0,9,0.5,9
273551383,1,41,0.5,36000,0.4,0,2.64,0,0.24,0,0,1,1,1,0,15,0.28,13
273693111,3,70,0.5,65000,0.64,1,2.4,0,0.24,1,0,1,0,1,1,14,0.28,9
273510895,1,40,0.5,30000,0.4,0,2.74,0,0.48,0,1,0,1,1,0,14,0.28,8
265111957,2,57,0.5,45000,0.4,1,2.64,0,0.24,0,0,1,0,1,0,22,0.28,12
267761830,1,42,0.5,35000,0.4,1,2.64,0,0.24,0,0,1,0,1,0,15,0.5,14
271601843,3,68,0.5,48000,0.64,0,2.64,0,0.24,1,0,1,1,1,1,14,0.26,8
275004836,3,82,0.5,55000,0.4,1,2.64,0,0.24,1,0,1,0,0,0,14,0.28,4
273907511,1,41,0.5,29999,0.4,1,2.64,0,0.48,0,1,0,0,1,0,17,0.28,10
235355662,1,37,0.5,38000,0.64,1,3.0,0,0.24,0,0,1,0,1,0,17,0.28,14
268903569,3,87,0.5,80000,0.4,1,2.7,0,0.34,0,0,1,0,1,1,17,0.28,14
274794055,3,84,0.5,95000,0.4,0,2.64,0,0.34,0,1,0,0,0,0,14,0.28,6
274455296,1,38,0.5,28000,0.4,0,2.64,0,0.24,0,0,1,1,1,0,17,0.5,4
274838267,1,38,0.5,28000,0.4,0,2.74,0,0.48,0,1,0,1,1,0,17,0.28,11
274905945,1,35,0.5,29000,0.4,0,2.64,0,0.34,0,1,0,1,1,0,24,0.28,9
273089522,1,30,0.5,30000,0.64,0,3.1,0,0.34,0,1,0,0,0,0,4,0.5,-1
272169225,1,38,0.5,30000,0.4,1,2.74,0,0.48,0,1,0,0,1,0,17,0.69,14
274177400,1,40,0.5,30000,0.4,0,2.64,0,0.48,0,1,0,1,1,0,22,0.28,9
273379337,1,38,0.5,30000,0.4,0,2.64,0,0.24,0,1,0,1,1,1,17,0.28,16
274164058,1,38,0.5,32000,0.4,1,2.64,0,0.24,1,1,0,0,0,0,14,0.28,3
273764363,1,42,0.5,32000,0.4,1,2.64,0,0.24,0,0,1,0,1,0,15,0.28,7
274173656,1,44,0.5,35000,0.4,0,2.64,0,0.24,0,1,0,1,1,1,14,0.28,10
274063411,2,58,0.5,36000,0.4,0,2.64,0,0.48,0,0,1,1,1,1,22,0.28,6
236543080,1,36,0.5,38000,0.64,1,2.64,0,0.34,0,1,0,0,1,1,9,0.28,3
256888072,1,42,0.5,38000,0.64,1,2.75,1,0.24,0,0,1,1,1,1,17,0.28,12
271083068,1,41,0.5,40000,0.64,1,2.64,0,0.24,0,0,1,0,1,1,15,0.28,13
274622371,2,64,0.5,40000,0.4,1,2.74,0,0.24,0,0,1,0,1,0,14,0.28,7
274917579,2,55,0.5,40000,0.64,0,2.64,0,0.24,1,0,1,1,1,1,14,0.5,4
274922675,1,35,0.5,40000,0.64,0,2.64,0,0.24,0,0,1,1,1,1,19,0.5,14
274482454,2,63,0.5,40000,0.4,0,2.64,0,0.24,1,0,1,1,1,0,14,0.28,4
274099537,2,67,0.5,43000,0.64,0,2.64,0,0.24,0,0,1,1,1,0,17,0.5,5
167911714,1,38,0.5,45000,1.0,1,2.64,0,0.24,0,1,0,0,1,1,17,0.28,16
274632558,3,56,0.5,45000,0.4,0,2.64,0,0.34,0,1,0,1,1,0,12,0.28,10
273080406,3,75,0.5,45000,0.64,1,2.64,0,0.24,1,0,1,1,1,1,14,0.28,6
273202959,2,55,0.5,47000,0.64,0,3.0,0,0.24,0,1,0,1,1,1,14,0.28,6
270816267,3,82,0.5,65000,0.64,0,2.64,0,0.24,0,1,0,1,1,0,17,0.28,4
274580039,2,70,0.5,70000,1.0,0,2.64,1,0.34,0,1,0,0,0,0,3,0.28,3
228335421,1,31,0.5,27000,0.64,0,2.64,0,0.34,0,1,0,1,1,0,8,0.28,6
256834307,1,35,0.5,29000,0.64,1,2.64,0,0.34,0,1,0,0,1,1,18,0.28,7
274687179,1,27,0.5,30000,0.64,0,2.64,0,0.24,0,1,0,0,0,0,11,0.5,5
230487451,1,40,0.5,30000,0.4,1,2.74,0,0.34,0,1,0,0,1,1,14,0.28,8
170068347,1,41,0.5,30000,0.64,0,2.64,0,0.34,0,0,1,1,1,1,15,0.41,5
273476724,1,32,0.5,30000,0.4,0,2.64,0,0.34,0,1,0,0,0,0,9,0.28,4
242234098,1,45,0.5,30000,0.4,0,2.64,0,0.24,0,0,1,1,0,0,17,0.5,2
274831384,1,42,0.5,33000,0.4,0,2.7,0,0.24,1,0,1,1,1,1,14,0.5,7
274091308,1,39,0.5,33500,0.64,0,3.0,0,0.24,0,1,0,1,1,0,17,0.28,12
262355297,1,38,0.5,34000,0.4,0,2.75,0,0.24,0,1,0,1,1,0,22,0.28,7
273815149,1,46,1.0,38000,1.0,0,2.8,0,0.34,0,1,0,1,1,1,10,0.28,10
274259730,1,34,0.5,40000,1.0,0,2.64,0,0.34,0,1,0,1,1,0,15,0.41,9
272275267,1,44,0.5,40000,0.4,0,2.64,0,0.24,0,1,0,1,1,0,15,0.41,8
273151859,1,38,0.5,40000,0.4,0,3.0,0,0.24,0,1,0,1,1,1,14,0.28,11
274846125,2,55,0.5,44000,0.4,0,2.64,0,0.24,0,1,0,1,0,0,24,0.28,13
270525077,1,29,0.5,45000,0.4,1,2.64,1,0.24,0,1,0,0,0,0,11,0.5,10
262081183,2,57,0.5,47000,0.64,0,2.64,0,0.48,0,0,1,1,1,0,22,0.28,13
274460195,1,38,0.5,49000,0.64,0,2.64,0,0.24,0,1,0,1,0,0,14,0.28,10
274974124,2,44,0.65,54500,0.64,0,2.64,0,0.24,0,1,0,1,0,0,11,0.28,11
274055451,3,70,0.5,71000,0.64,1,2.64,0,0.24,1,0,1,0,0,0,14,0.28,9
274393865,3,87,0.5,80000,0.64,1,2.64,1,0.24,0,0,1,1,1,1,17,0.5,14
269265022,3,84,0.5,90000,1.0,1,2.64,1,0.24,0,1,0,0,1,1,16,0.28,6
273593681,3,77,0.5,92000,0.64,0,2.64,0,0.24,0,0,1,1,0,0,17,0.28,14
263724076,3,84,1.0,95000,1.0,1,2.8,0,0.24,0,1,0,0,1,1,16,0.5,6
274689762,3,96,0.5,100000,0.64,0,2.7,0,0.24,0,1,0,1,1,1,17,0.28,5
251618576,2,60,1.0,46000,0.64,1,2.75,0,0.24,0,1,0,0,1,1,22,0.28,14
186299640,1,38,0.5,32000,0.4,0,3.0,0,0.24,0,1,0,1,0,0,17,0.28,3
240575765,2,65,0.5,45000,0.64,1,2.74,0,0.34,0,0,1,1,1,0,14,0.28,6
238230007,1,43,0.5,38000,0.64,1,2.64,0,0.24,0,1,0,0,1,1,16,0.5,4
274667443,1,36,0.5,34000,0.4,0,2.64,0,0.24,1,1,0,1,1,1,14,0.28,4
256518254,1,38,0.5,35000,0.64,1,2.74,0,0.24,0,1,0,0,1,1,17,0.69,8
265357607,1,30,0.5,35000,0.4,0,3.2,0,0.34,0,1,0,0,0,0,3,0.41,1
245971204,1,38,0.5,35000,0.4,1,2.64,0,0.24,1,0,1,0,1,1,22,0.28,7
274344079,2,50,0.5,38000,0.64,0,3.0,0,0.34,0,1,0,0,1,0,14,0.5,1
274267929,2,52,0.5,42000,0.4,1,2.74,0,0.34,0,1,0,0,1,1,14,0.28,10
273318241,1,40,0.5,43000,0.64,1,2.48,0,0.24,0,1,0,0,1,1,8,0.5,2
270883351,1,29,0.5,45000,0.4,0,2.64,0,0.24,0,1,0,0,1,1,11,0.5,9
273780889,2,56,0.5,45000,0.64,0,2.75,0,0.24,0,0,1,1,1,0,22,0.5,15
272536453,2,54,0.5,45000,0.64,1,3.0,0,0.24,0,1,0,0,1,1,14,0.28,2
268878838,2,64,0.5,49700,0.4,1,2.64,0,0.24,0,0,1,0,1,0,14,0.28,12
270572812,2,48,0.5,50000,0.64,0,2.8,0,0.24,1,1,0,1,1,1,11,0.5,4
269471423,5,124,0.5,100000,0.64,1,2.64,0,0.24,1,1,1,1,1,1,14,0.28,14
274741628,1,33,0.5,30000,0.4,0,2.64,0,0.24,0,1,0,0,0,0,11,0.5,10
274812555,1,37,0.5,32000,0.4,0,2.74,0,0.48,0,1,0,1,1,1,17,0.28,3
274939275,1,38,0.5,35000,0.64,0,3.0,0,0.24,0,0,1,1,1,1,17,0.28,5
274891201,1,40,0.5,35000,0.64,0,2.75,0,0.24,0,0,1,1,1,0,22,0.28,14
274792043,2,27,0.5,35000,0.4,0,2.64,0,0.24,0,1,0,1,1,0,9,0.5,9
274557406,2,27,0.5,35000,0.4,0,2.64,0,0.24,0,1,0,0,1,0,14,0.5,10
274537001,1,40,0.5,35500,0.4,1,2.74,0,0.48,0,1,0,0,1,1,17,0.28,5
274866930,1,41,0.5,39000,1.0,0,2.64,0,0.24,1,0,1,1,1,1,17,0.5,15
274917171,2,52,0.5,47000,0.4,1,2.64,0,0.34,0,0,1,0,1,0,12,0.28,11
274040469,3,102,1.0,330000,1.0,0,3.0,1,1.0,1,1,0,0,1,0,14,0.28,8
212024381,4,134,1.0,270000,1.0,1,3.0,1,1.0,1,1,0,0,1,1,8,0.5,7
268876926,4,108,0.5,230000,0.64,0,3.2,1,1.0,1,1,0,0,1,0,5,0.28,3
273632382,3,122,0.5,165000,1.0,0,2.64,0,1.0,1,1,0,0,0,0,4,0.28,3
266473705,3,133,1.0,170000,0.4,0,3.0,0,1.0,1,1,0,1,1,1,16,0.5,7
274665301,4,138,0.5,200000,0.4,0,3.0,0,1.0,1,1,1,0,1,0,6,0.69,2
274239480,4,126,0.5,350000,1.0,0,3.2,0,1.0,1,1,1,0,0,0,2,1.0,2
267738673,3,133,1.0,170000,0.64,1,3.0,1,1.0,1,1,0,0,1,1,17,0.5,7
274547960,4,145,0.5,200000,0.64,0,3.0,0,1.0,1,0,1,0,0,0,4,0.28,2
274968027,2,40,0.5,45000,0.4,1,2.64,0,1.0,1,0,1,0,1,0,12,0.26,4
273781555,2,71,0.5,115000,0.4,0,2.64,0,1.0,1,1,0,1,0,0,14,0.41,7
270949943,3,74,0.5,120000,0.64,0,3.0,0,1.0,1,1,0,0,1,0,7,0.41,2
274160822,5,143,0.5,260000,0.4,0,2.8,1,1.0,1,1,0,0,1,0,4,0.41,3
273997856,3,133,1.0,270000,0.4,0,3.9,0,1.0,1,1,1,0,0,0,5,0.41,3
274968426,2,39,0.5,45000,0.4,1,2.64,0,1.0,1,0,1,0,1,0,12,0.26,4
274617829,3,80,0.5,100000,0.64,0,2.64,0,1.0,1,1,0,0,0,0,11,0.69,7
273460010,3,115,0.5,110000,0.64,1,2.64,0,1.0,1,0,1,0,1,0,14,0.41,10
274042642,2,71,0.5,115000,1.0,0,2.64,0,1.0,1,1,0,0,1,1,14,0.41,7
273668901,3,110,0.5,120000,0.64,1,2.64,0,1.0,0,1,0,1,1,1,14,0.41,5
273387110,4,120,0.5,150000,0.64,0,2.64,1,1.0,1,1,0,0,0,0,5,0.41,1
271712915,3,140,0.5,190000,0.64,1,2.64,0,1.0,1,1,0,0,1,0,14,0.5,11
274941472,3,85,0.5,270000,0.4,1,3.4,0,1.0,1,0,1,0,1,0,5,0.41,3
274389673,4,133,1.0,270000,0.64,0,3.2,1,1.0,1,1,1,0,1,0,5,0.56,4
274265622,1,25,0.5,48000,0.4,0,2.64,0,1.0,1,1,0,0,0,0,9,0.41,4
274736912,1,40,0.5,55000,0.64,0,2.64,0,1.0,1,0,1,1,1,0,9,0.41,8
270596945,2,61,0.5,70000,0.64,0,3.0,0,1.0,1,1,0,1,1,0,7,0.41,3
273451067,1,41,0.5,80000,0.64,0,2.64,0,1.0,1,0,1,0,0,0,5,0.41,2
272817173,1,41,0.5,80000,0.64,0,2.64,1,1.0,1,0,1,0,0,0,5,0.28,2
274025893,4,122,0.5,150000,0.64,0,2.64,0,1.0,1,1,0,0,0,0,5,0.41,1
273998987,3,140,0.5,190000,0.64,1,2.64,1,1.0,1,1,1,1,1,0,5,0.41,3
273605459,4,130,1.0,200000,0.4,0,2.7,0,1.0,1,1,1,0,1,0,5,0.41,5
274930449,3,85,0.5,270000,0.64,0,2.64,1,1.0,1,0,1,0,0,0,5,0.41,3
273910962,4,126,0.5,350000,0.4,0,3.2,0,1.0,1,1,0,0,0,0,3,1.0,2
274337663,2,25,0.5,48000,1.0,0,2.64,0,1.0,1,1,0,0,1,1,9,0.41,4
274310820,1,38,0.5,50000,0.64,1,2.64,0,1.0,1,1,0,0,1,0,8,0.26,3
274826437,2,61,0.5,70000,1.0,0,2.64,0,1.0,1,1,0,1,1,0,7,0.41,3
274862056,2,78,0.5,89000,0.64,1,2.7,0,1.0,1,1,0,0,1,0,8,0.28,8
273803362,3,80,0.5,100000,0.64,1,3.0,0,1.0,1,0,1,0,1,1,12,0.41,7
273231691,3,115,1.0,110000,0.64,0,2.64,0,1.0,1,1,1,1,1,0,14,0.41,10
274997687,3,75,0.5,130000,0.64,0,3.2,1,1.0,1,1,0,0,1,0,4,0.28,2
274501552,2,72,1.0,160000,0.64,0,2.64,1,1.0,1,1,0,0,0,0,8,0.69,2
274843140,3,100,0.5,180000,1.0,1,2.64,1,1.0,1,1,0,0,1,0,5,0.5,4
273689433,4,120,0.5,185000,0.64,0,3.2,1,1.0,1,1,0,0,1,0,16,0.28,12
274835253,4,120,0.5,185000,1.0,0,2.64,1,1.0,1,1,0,0,1,0,14,0.41,12
155990459,4,134,1.0,200000,0.64,0,2.64,0,1.0,1,1,1,0,1,1,6,0.28,5
272896002,4,76,0.5,200000,0.64,1,2.64,0,1.0,1,1,0,0,0,0,3,0.28,3
274176645,3,116,0.5,250000,1.0,1,2.64,1,1.0,1,1,0,0,0,0,5,0.41,4
268110903,3,123,0.5,250000,0.64,0,3.2,1,1.0,1,1,0,0,1,0,4,1.0,3
272250852,5,143,1.0,260000,0.64,1,3.2,1,1.0,1,1,0,0,1,0,4,0.28,3
274939068,3,85,0.5,270000,0.64,1,2.64,0,1.0,1,0,1,0,1,0,5,0.28,3
274181774,3,130,1.0,300000,0.64,0,3.2,1,1.0,1,1,0,0,1,0,6,0.28,5
273344928,4,146,1.0,300000,0.64,0,3.0,0,1.0,1,1,0,0,1,0,6,0.69,2
274020738,4,130,0.5,350000,0.64,0,3.2,1,1.0,1,1,0,0,1,0,3,0.28,2
194057094,1,21,0.5,38000,0.64,0,2.64,0,1.0,1,1,0,0,1,0,5,0.41,1
274437045,2,45,0.5,45000,0.4,1,2.64,0,1.0,1,1,0,0,0,0,5,0.28,2
237809420,2,64,0.5,85000,1.0,0,2.64,0,1.0,1,1,0,1,1,1,11,0.5,8
235805453,3,80,0.5,100000,0.64,1,2.64,0,1.0,1,1,1,0,1,1,11,0.5,7
271793380,1,40,0.5,45000,0.4,1,2.64,0,1.0,1,1,0,0,1,1,17,0.28,4
212768104,2,42,0.5,49000,0.4,1,2.64,0,1.0,1,1,0,0,1,0,7,0.41,5
274857105,2,40,0.5,50000,0.4,1,2.64,0,1.0,1,0,1,0,1,0,12,0.26,11
273770406,2,37,0.5,59900,0.4,1,2.64,0,1.0,1,1,0,0,1,0,9,0.41,3
272094765,2,46,0.5,60000,0.4,1,2.64,0,1.0,1,1,0,0,0,0,12,0.41,12
274634999,1,30,0.5,60000,1.0,0,2.64,1,1.0,1,1,1,0,1,0,5,0.41,1
274357475,3,80,0.5,65000,0.64,0,2.64,0,1.0,1,0,1,0,1,0,13,0.41,5
274043819,2,40,0.5,65000,0.64,1,2.64,0,1.0,1,0,1,0,1,0,12,0.28,5
273378576,2,43,0.5,65000,0.64,0,2.64,0,1.0,1,1,0,0,1,0,9,0.41,2
274114632,2,63,0.5,65000,0.4,1,3.2,0,1.0,1,0,1,0,1,0,7,0.41,4
274067060,2,61,0.5,70000,0.64,1,2.64,0,1.0,1,0,1,0,1,0,9,0.41,4
274113086,2,70,0.5,75000,0.64,1,3.0,0,1.0,1,1,0,0,1,0,8,0.41,4
274403628,3,74,0.5,90000,0.4,0,2.64,0,1.0,1,1,0,1,1,0,16,0.28,6
274962198,2,66,0.5,129000,1.0,0,2.64,0,1.0,1,1,0,0,1,0,14,0.41,5
239198302,3,100,0.5,140000,1.0,0,2.64,1,1.0,1,0,1,0,0,0,3,0.41,2
215194648,3,106,1.0,230000,0.64,1,2.8,0,1.0,1,1,1,0,1,0,6,0.28,5
225860654,3,115,0.5,250000,1.0,0,3.4,1,1.0,1,1,0,0,0,0,5,0.41,4
274568774,3,127,1.0,300000,1.0,0,3.5,1,1.0,1,1,0,0,1,0,6,0.5,4
271175941,3,75,0.5,120000,0.64,0,2.64,1,1.0,1,1,0,0,1,0,7,0.41,2
274356905,3,65,0.5,100000,0.4,1,2.64,0,1.0,1,1,0,0,0,0,12,0.26,9
274217256,2,46,0.5,60000,0.4,0,2.64,0,1.0,1,1,0,0,1,0,9,0.28,6
